,puntuacion usuarios,marca
6313,6.4,NINTENDO
3606,6.4,NINTENDO
5050,6.4,NINTENDO
308,6.4,NINTENDO
6264,6.4,NINTENDO
1238,6.4,NINTENDO
3448,6.4,NINTENDO
6212,6.4,NINTENDO
12358,6.4,NINTENDO
12347,6.4,NINTENDO
3463,6.4,NINTENDO
4004,6.4,NINTENDO
3575,6.4,NINTENDO
11484,6.4,NINTENDO
4632,6.4,NINTENDO
4680,6.4,NINTENDO
5126,6.4,NINTENDO
5117,6.4,NINTENDO
8503,6.4,NINTENDO
8506,6.4,NINTENDO
7272,6.4,NINTENDO
1997,6.4,NINTENDO
15014,6.4,NINTENDO
6055,6.4,NINTENDO
2754,6.4,NINTENDO
8466,6.4,NINTENDO
5393,6.4,NINTENDO
2815,6.4,NINTENDO
12163,6.4,NINTENDO
3665,6.4,NINTENDO
1346,6.3,NINTENDO
4025,6.3,NINTENDO
14000,6.3,NINTENDO
5130,6.3,NINTENDO
14718,6.3,NINTENDO
1358,6.3,NINTENDO
1232,6.3,NINTENDO
4189,6.3,NINTENDO
5563,6.3,NINTENDO
14789,6.3,NINTENDO
6302,6.3,NINTENDO
1006,6.3,NINTENDO
4021,6.3,NINTENDO
879,6.3,NINTENDO
1008,6.3,NINTENDO
6391,6.3,NINTENDO
5076,6.3,NINTENDO
1506,6.3,NINTENDO
13829,6.3,NINTENDO
1127,6.3,NINTENDO
6292,6.3,NINTENDO
3656,6.3,NINTENDO
7896,6.3,NINTENDO
2496,6.3,NINTENDO
2402,6.3,NINTENDO
2393,6.3,NINTENDO
4795,6.3,NINTENDO
2285,6.3,NINTENDO
1803,6.3,NINTENDO
2279,6.3,NINTENDO
9908,6.3,NINTENDO
7046,6.3,NINTENDO
8035,6.3,NINTENDO
2193,6.3,NINTENDO
7096,6.3,NINTENDO
7098,6.3,NINTENDO
2686,6.3,NINTENDO
4781,6.3,NINTENDO
125,6.3,NINTENDO
4608,6.3,NINTENDO
3631,6.3,NINTENDO
516,6.3,NINTENDO
2850,6.3,NINTENDO
3424,6.3,NINTENDO
8142,6.3,NINTENDO
2688,6.3,NINTENDO
2693,6.3,NINTENDO
6880,6.3,NINTENDO
11478,6.3,NINTENDO
1704,6.3,NINTENDO
295,6.3,NINTENDO
3326,6.3,NINTENDO
3678,6.3,NINTENDO
9503,6.3,NINTENDO
3400,6.3,NINTENDO
8933,6.3,NINTENDO
2678,6.2,NINTENDO
1417,6.2,NINTENDO
2824,6.2,NINTENDO
870,6.2,NINTENDO
13889,6.2,NINTENDO
1059,6.2,NINTENDO
4627,6.2,NINTENDO
8279,6.2,NINTENDO
2159,6.2,NINTENDO
4652,6.2,NINTENDO
4654,6.2,NINTENDO
1052,6.2,NINTENDO
2017,6.2,NINTENDO
3949,6.2,NINTENDO
7536,6.2,NINTENDO
303,6.2,NINTENDO
1204,6.2,NINTENDO
8229,6.2,NINTENDO
8005,6.2,NINTENDO
2694,6.2,NINTENDO
7510,6.2,NINTENDO
5670,6.2,NINTENDO
2254,6.2,NINTENDO
8300,6.2,NINTENDO
5805,6.2,NINTENDO
12360,6.2,NINTENDO
4300,6.2,NINTENDO
7994,6.2,NINTENDO
12393,6.2,NINTENDO
285,6.2,NINTENDO
12406,6.2,NINTENDO
3239,6.2,NINTENDO
12410,6.2,NINTENDO
943,6.2,NINTENDO
4310,6.2,NINTENDO
5707,6.2,NINTENDO
1620,6.2,NINTENDO
1920,6.2,NINTENDO
1569,6.2,NINTENDO
3690,6.2,NINTENDO
1835,6.2,NINTENDO
1828,6.2,NINTENDO
6969,6.2,NINTENDO
4164,6.2,NINTENDO
6925,6.2,NINTENDO
10530,6.2,NINTENDO
4289,6.2,NINTENDO
1762,6.2,NINTENDO
13366,6.2,NINTENDO
4914,6.2,NINTENDO
7952,6.1,NINTENDO
3140,6.1,NINTENDO
5924,6.1,NINTENDO
15977,6.1,NINTENDO
1780,6.1,NINTENDO
360,6.1,NINTENDO
5507,6.1,NINTENDO
9947,6.1,NINTENDO
4213,6.1,NINTENDO
8517,6.1,NINTENDO
12158,6.1,NINTENDO
3146,6.1,NINTENDO
2417,6.1,NINTENDO
983,6.1,NINTENDO
1813,6.1,NINTENDO
1352,6.1,NINTENDO
5283,6.1,NINTENDO
2858,6.1,NINTENDO
5530,6.1,NINTENDO
14032,6.1,NINTENDO
2865,6.1,NINTENDO
2442,6.1,NINTENDO
692,6.1,NINTENDO
3115,6.1,NINTENDO
282,6.1,NINTENDO
1963,6.1,NINTENDO
2623,6.1,NINTENDO
6396,6.1,NINTENDO
3825,6.1,NINTENDO
5743,6.1,NINTENDO
4183,6.1,NINTENDO
2612,6.1,NINTENDO
4609,6.1,NINTENDO
2853,6.1,NINTENDO
12787,6.1,NINTENDO
4586,6.1,NINTENDO
3888,6.1,NINTENDO
4823,6.0,NINTENDO
1287,6.0,NINTENDO
9246,6.0,NINTENDO
11936,6.0,NINTENDO
16003,6.0,NINTENDO
4077,6.0,NINTENDO
1125,6.0,NINTENDO
2308,6.0,NINTENDO
2323,6.0,NINTENDO
701,6.0,NINTENDO
6812,6.0,NINTENDO
424,6.0,NINTENDO
990,6.0,NINTENDO
722,6.0,NINTENDO
1653,6.0,NINTENDO
414,6.0,NINTENDO
9428,6.0,NINTENDO
213,6.0,NINTENDO
4069,6.0,NINTENDO
323,6.0,NINTENDO
370,6.0,NINTENDO
872,6.0,NINTENDO
2505,6.0,NINTENDO
6811,6.0,NINTENDO
5843,6.0,NINTENDO
4808,6.0,NINTENDO
1627,6.0,NINTENDO
7427,6.0,NINTENDO
5470,6.0,NINTENDO
2771,6.0,NINTENDO
3076,6.0,NINTENDO
13021,6.0,NINTENDO
2828,6.0,NINTENDO
2083,6.0,NINTENDO
1446,6.0,NINTENDO
626,6.0,NINTENDO
2863,6.0,NINTENDO
3143,6.0,NINTENDO
3596,6.0,NINTENDO
15913,6.0,NINTENDO
785,6.0,NINTENDO
1583,6.0,NINTENDO
4648,6.0,NINTENDO
6764,6.0,NINTENDO
534,6.0,NINTENDO
5448,6.0,NINTENDO
1607,6.0,NINTENDO
7595,6.0,NINTENDO
1513,6.0,NINTENDO
2027,6.0,NINTENDO
6780,6.0,NINTENDO
444,6.0,NINTENDO
792,6.0,NINTENDO
6356,6.0,NINTENDO
786,6.0,NINTENDO
9327,5.9,NINTENDO
5773,5.9,NINTENDO
11287,5.9,NINTENDO
5714,5.9,NINTENDO
7751,5.9,NINTENDO
3963,5.9,NINTENDO
3975,5.9,NINTENDO
965,5.9,NINTENDO
5362,5.9,NINTENDO
1491,5.9,NINTENDO
3954,5.9,NINTENDO
4649,5.9,NINTENDO
987,5.9,NINTENDO
7677,5.9,NINTENDO
333,5.9,NINTENDO
9462,5.9,NINTENDO
7514,5.9,NINTENDO
2542,5.9,NINTENDO
13244,5.9,NINTENDO
3527,5.9,NINTENDO
11150,5.9,NINTENDO
8230,5.9,NINTENDO
2748,5.9,NINTENDO
1817,5.9,NINTENDO
3188,5.9,NINTENDO
8191,5.9,NINTENDO
206,5.9,NINTENDO
4006,5.9,NINTENDO
1262,5.9,NINTENDO
1241,5.9,NINTENDO
11717,5.9,NINTENDO
2859,5.9,NINTENDO
4865,5.9,NINTENDO
1325,5.9,NINTENDO
980,5.9,NINTENDO
345,5.9,NINTENDO
2172,5.9,NINTENDO
71,5.8,NINTENDO
1036,5.8,NINTENDO
4353,5.8,NINTENDO
58,5.8,NINTENDO
4392,5.8,NINTENDO
1045,5.8,NINTENDO
5445,5.8,NINTENDO
4112,5.8,NINTENDO
2978,5.8,NINTENDO
2868,5.8,NINTENDO
248,5.8,NINTENDO
5346,5.8,NINTENDO
3217,5.8,NINTENDO
6871,5.8,NINTENDO
3523,5.8,NINTENDO
453,5.8,NINTENDO
2447,5.8,NINTENDO
3959,5.8,NINTENDO
3966,5.8,NINTENDO
6879,5.8,NINTENDO
1432,5.8,NINTENDO
6768,5.8,NINTENDO
756,5.8,NINTENDO
3992,5.8,NINTENDO
2527,5.8,NINTENDO
6981,5.8,NINTENDO
801,5.8,NINTENDO
1356,5.8,NINTENDO
6154,5.8,NINTENDO
13530,5.8,NINTENDO
1383,5.8,NINTENDO
8046,5.8,NINTENDO
2521,5.8,NINTENDO
2018,5.8,NINTENDO
4059,5.8,NINTENDO
9164,5.8,NINTENDO
1899,5.8,NINTENDO
9242,5.8,NINTENDO
914,5.8,NINTENDO
11600,5.8,NINTENDO
1901,5.8,NINTENDO
1539,5.8,NINTENDO
1940,5.8,NINTENDO
4072,5.8,NINTENDO
2206,5.8,NINTENDO
1524,5.8,NINTENDO
2544,5.8,NINTENDO
2543,5.8,NINTENDO
1639,5.7,NINTENDO
15649,5.7,NINTENDO
1054,5.7,NINTENDO
2073,5.7,NINTENDO
2069,5.7,NINTENDO
7396,5.7,NINTENDO
4323,5.7,NINTENDO
631,5.7,NINTENDO
7920,5.7,NINTENDO
14177,5.7,NINTENDO
163,5.7,NINTENDO
6830,5.7,NINTENDO
10466,5.7,NINTENDO
881,5.7,NINTENDO
252,5.7,NINTENDO
1197,5.7,NINTENDO
5616,5.7,NINTENDO
2531,5.7,NINTENDO
13303,5.7,NINTENDO
1892,5.7,NINTENDO
4816,5.7,NINTENDO
5527,5.7,NINTENDO
2908,5.7,NINTENDO
3155,5.7,NINTENDO
2900,5.7,NINTENDO
625,5.7,NINTENDO
1654,5.6,NINTENDO
2960,5.6,NINTENDO
59,5.6,NINTENDO
1007,5.6,NINTENDO
6944,5.6,NINTENDO
6995,5.6,NINTENDO
9316,5.6,NINTENDO
741,5.6,NINTENDO
2132,5.6,NINTENDO
3317,5.6,NINTENDO
884,5.6,NINTENDO
1167,5.6,NINTENDO
5570,5.6,NINTENDO
1076,5.6,NINTENDO
2351,5.6,NINTENDO
3511,5.6,NINTENDO
2752,5.6,NINTENDO
1323,5.6,NINTENDO
2764,5.6,NINTENDO
5399,5.6,NINTENDO
3300,5.6,NINTENDO
6300,5.6,NINTENDO
825,5.5,NINTENDO
4149,5.5,NINTENDO
848,5.5,NINTENDO
2932,5.5,NINTENDO
1593,5.5,NINTENDO
2239,5.5,NINTENDO
3283,5.5,NINTENDO
1765,5.5,NINTENDO
1786,5.5,NINTENDO
7059,5.5,NINTENDO
7114,5.5,NINTENDO
2071,5.5,NINTENDO
4076,5.5,NINTENDO
2934,5.5,NINTENDO
3829,5.5,NINTENDO
8143,5.5,NINTENDO
5971,5.5,NINTENDO
2454,5.5,NINTENDO
1077,5.5,NINTENDO
9001,5.5,NINTENDO
3450,5.5,NINTENDO
11070,5.5,NINTENDO
6048,5.5,NINTENDO
2710,5.5,NINTENDO
1400,5.5,NINTENDO
9654,5.5,NINTENDO
1286,5.5,NINTENDO
2703,5.5,NINTENDO
5390,5.5,NINTENDO
3281,5.5,NINTENDO
1773,5.4,NINTENDO
2968,5.4,NINTENDO
7917,5.4,NINTENDO
624,5.4,NINTENDO
609,5.4,NINTENDO
597,5.4,NINTENDO
4055,5.4,NINTENDO
1206,5.4,NINTENDO
2719,5.4,NINTENDO
1422,5.4,NINTENDO
1331,5.4,NINTENDO
5954,5.4,NINTENDO
3497,5.4,NINTENDO
260,5.4,NINTENDO
3895,5.4,NINTENDO
395,5.4,NINTENDO
1104,5.4,NINTENDO
375,5.4,NINTENDO
338,5.4,NINTENDO
16148,5.4,NINTENDO
4451,5.4,NINTENDO
6807,5.4,NINTENDO
1460,5.3,NINTENDO
1637,5.3,NINTENDO
1643,5.3,NINTENDO
759,5.3,NINTENDO
1000,5.3,NINTENDO
6828,5.3,NINTENDO
593,5.3,NINTENDO
470,5.3,NINTENDO
2196,5.3,NINTENDO
8097,5.3,NINTENDO
426,5.3,NINTENDO
2418,5.3,NINTENDO
9034,5.3,NINTENDO
4426,5.3,NINTENDO
261,5.3,NINTENDO
251,5.3,NINTENDO
2768,5.3,NINTENDO
3133,5.3,NINTENDO
3993,5.3,NINTENDO
2063,5.3,NINTENDO
5069,5.3,NINTENDO
928,5.3,NINTENDO
1118,5.3,NINTENDO
1208,5.3,NINTENDO
1243,5.3,NINTENDO
5101,5.3,NINTENDO
896,5.3,NINTENDO
14344,5.3,NINTENDO
905,5.3,NINTENDO
1308,5.3,NINTENDO
7678,5.2,NINTENDO
1820,5.2,NINTENDO
1038,5.2,NINTENDO
4487,5.2,NINTENDO
1501,5.2,NINTENDO
4483,5.2,NINTENDO
377,5.2,NINTENDO
1097,5.2,NINTENDO
865,5.2,NINTENDO
949,5.2,NINTENDO
12307,5.2,NINTENDO
1856,5.2,NINTENDO
854,5.2,NINTENDO
779,5.2,NINTENDO
51,5.2,NINTENDO
790,5.2,NINTENDO
2019,5.2,NINTENDO
7558,5.2,NINTENDO
1162,5.2,NINTENDO
1866,5.2,NINTENDO
4709,5.2,NINTENDO
775,5.2,NINTENDO
1986,5.2,NINTENDO
2792,5.2,NINTENDO
499,5.2,NINTENDO
481,5.2,NINTENDO
2506,5.2,NINTENDO
1709,5.1,NINTENDO
13446,5.1,NINTENDO
2049,5.1,NINTENDO
2047,5.1,NINTENDO
2188,5.1,NINTENDO
4470,5.1,NINTENDO
1341,5.1,NINTENDO
5900,5.1,NINTENDO
1486,5.1,NINTENDO
14654,5.1,NINTENDO
2786,5.1,NINTENDO
3885,5.1,NINTENDO
1435,5.1,NINTENDO
951,5.1,NINTENDO
2783,5.1,NINTENDO
764,5.0,NINTENDO
648,5.0,NINTENDO
9945,5.0,NINTENDO
7143,5.0,NINTENDO
3608,5.0,NINTENDO
3141,5.0,NINTENDO
1912,5.0,NINTENDO
505,5.0,NINTENDO
3091,5.0,NINTENDO
13988,5.0,NINTENDO
105,5.0,NINTENDO
95,5.0,NINTENDO
1842,5.0,NINTENDO
1084,5.0,NINTENDO
6794,5.0,NINTENDO
1073,5.0,NINTENDO
1070,5.0,NINTENDO
1053,5.0,NINTENDO
3872,5.0,NINTENDO
3883,5.0,NINTENDO
3255,5.0,NINTENDO
390,5.0,NINTENDO
8129,4.9,NINTENDO
255,4.9,NINTENDO
544,4.9,NINTENDO
774,4.9,NINTENDO
600,4.9,NINTENDO
2335,4.9,NINTENDO
3913,4.9,NINTENDO
7136,4.9,NINTENDO
415,4.9,NINTENDO
8253,4.8,NINTENDO
225,4.8,NINTENDO
2979,4.8,NINTENDO
2052,4.8,NINTENDO
3030,4.8,NINTENDO
527,4.8,NINTENDO
3447,4.8,NINTENDO
7715,4.8,NINTENDO
174,4.8,NINTENDO
2329,4.8,NINTENDO
1021,4.8,NINTENDO
3193,4.8,NINTENDO
3189,4.8,NINTENDO
435,4.8,NINTENDO
1173,4.8,NINTENDO
7569,4.8,NINTENDO
1169,4.8,NINTENDO
894,4.8,NINTENDO
7213,4.8,NINTENDO
1010,4.7,NINTENDO
3902,4.7,NINTENDO
199,4.7,NINTENDO
373,4.7,NINTENDO
465,4.7,NINTENDO
555,4.6,NINTENDO
2571,4.6,NINTENDO
2168,4.6,NINTENDO
7211,4.6,NINTENDO
932,4.6,NINTENDO
709,4.6,NINTENDO
12546,4.6,NINTENDO
12549,4.6,NINTENDO
11305,4.6,NINTENDO
193,4.6,NINTENDO
129,4.6,NINTENDO
1365,4.6,NINTENDO
2981,4.6,NINTENDO
234,4.5,NINTENDO
950,4.5,NINTENDO
2034,4.5,NINTENDO
6347,4.5,NINTENDO
3412,4.5,NINTENDO
3414,4.5,NINTENDO
4214,4.5,NINTENDO
5284,4.5,NINTENDO
713,4.5,NINTENDO
788,4.5,NINTENDO
798,4.5,NINTENDO
313,4.5,NINTENDO
12512,4.5,NINTENDO
14794,4.5,NINTENDO
1163,4.5,NINTENDO
4670,4.5,NINTENDO
5155,4.4,NINTENDO
2591,4.4,NINTENDO
5622,4.4,NINTENDO
2023,4.4,NINTENDO
859,4.4,NINTENDO
173,4.4,NINTENDO
14583,4.4,NINTENDO
180,4.4,NINTENDO
7836,4.4,NINTENDO
5025,4.4,NINTENDO
16,4.4,NINTENDO
767,4.4,NINTENDO
254,4.4,NINTENDO
3081,4.4,NINTENDO
230,4.4,NINTENDO
1135,4.4,NINTENDO
1879,4.4,NINTENDO
2594,4.3,NINTENDO
369,4.3,NINTENDO
4170,4.3,NINTENDO
334,4.3,NINTENDO
12570,4.3,NINTENDO
9801,4.3,NINTENDO
1117,4.3,NINTENDO
2191,4.3,NINTENDO
396,4.3,NINTENDO
8780,4.3,NINTENDO
12582,4.2,NINTENDO
1348,4.2,NINTENDO
5165,4.2,NINTENDO
590,4.2,NINTENDO
2961,4.2,NINTENDO
1758,4.2,NINTENDO
154,4.2,NINTENDO
401,4.2,NINTENDO
78,4.1,NINTENDO
221,4.1,NINTENDO
4990,4.1,NINTENDO
762,4.1,NINTENDO
5020,4.1,NINTENDO
760,4.1,NINTENDO
8931,4.1,NINTENDO
7902,4.0,NINTENDO
1099,4.0,NINTENDO
2424,4.0,NINTENDO
3272,4.0,NINTENDO
4268,4.0,NINTENDO
202,4.0,NINTENDO
97,4.0,NINTENDO
235,4.0,NINTENDO
1039,4.0,NINTENDO
5131,4.0,NINTENDO
5174,4.0,NINTENDO
176,4.0,NINTENDO
64,3.9,NINTENDO
49,3.9,NINTENDO
31,3.9,NINTENDO
6792,3.9,NINTENDO
1517,3.9,NINTENDO
11659,3.9,NINTENDO
1132,3.9,NINTENDO
241,3.8,NINTENDO
299,3.8,NINTENDO
1533,3.8,NINTENDO
86,3.7,NINTENDO
147,3.7,NINTENDO
132,3.7,NINTENDO
2885,3.7,NINTENDO
76,3.7,NINTENDO
27,3.7,NINTENDO
6,3.7,NINTENDO
1217,3.7,NINTENDO
196,3.6,NINTENDO
4210,3.6,NINTENDO
20,3.6,NINTENDO
445,3.6,NINTENDO
11922,3.6,NINTENDO
3940,3.5,NINTENDO
2403,3.5,NINTENDO
5657,3.5,NINTENDO
4876,3.5,NINTENDO
109,3.5,NINTENDO
1444,3.5,NINTENDO
3187,3.4,NINTENDO
847,3.4,NINTENDO
26,3.4,NINTENDO
880,3.3,NINTENDO
92,3.3,NINTENDO
664,3.3,NINTENDO
13407,3.3,NINTENDO
293,3.3,NINTENDO
15450,3.3,NINTENDO
6886,3.2,NINTENDO
1384,3.2,NINTENDO
314,3.2,NINTENDO
316,3.2,NINTENDO
7384,3.2,NINTENDO
2100,3.1,NINTENDO
3,3.1,NINTENDO
3168,3.1,NINTENDO
1380,3.0,NINTENDO
17,3.0,NINTENDO
504,3.0,NINTENDO
127,3.0,NINTENDO
4958,3.0,NINTENDO
88,3.0,NINTENDO
73,3.0,NINTENDO
576,2.9,NINTENDO
40,2.9,NINTENDO
36,2.8,NINTENDO
336,2.8,NINTENDO
52,2.8,NINTENDO
1662,2.7,NINTENDO
438,2.6,NINTENDO
4943,2.6,NINTENDO
335,2.6,NINTENDO
1825,2.5,NINTENDO
332,2.5,NINTENDO
145,2.5,NINTENDO
75,2.4,NINTENDO
13483,2.4,NINTENDO
2654,2.4,NINTENDO
459,2.4,NINTENDO
3020,2.3,NINTENDO
1890,2.3,NINTENDO
1146,2.2,NINTENDO
9,2.2,NINTENDO
2367,2.2,NINTENDO
940,2.2,NINTENDO
326,2.2,NINTENDO
6758,2.0,NINTENDO
477,2.0,NINTENDO
3198,2.0,NINTENDO
167,2.0,NINTENDO
0,2.0,NINTENDO
1699,1.9,NINTENDO
8620,1.8,NINTENDO
67,1.7,NINTENDO
118,1.6,NINTENDO
2076,1.2,NINTENDO
536,0.9,NINTENDO
